"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Population - 2022","2022","Droichead Nua (Newbridge) Rural, Kildare","Number","2844"
"Population - 2022","2022","Droichead Nua (Newbridge) Urban, Kildare","Number","7874"
"Population - 2022","2022","Dunfierth, Kildare","Number","804"
"Population - 2022","2022","Dunmanoge, Kildare","Number","461"
"Population - 2022","2022","Dunmurry, Kildare","Number","504"
"Population - 2022","2022","Feighcullen, Kildare","Number","646"
"Population - 2022","2022","Fontstown, Kildare","Number","456"
"Population - 2022","2022","Gilltown, Kildare","Number","1028"
"Population - 2022","2022","Graney, Kildare","Number","803"
"Population - 2022","2022","Grangemellon, Kildare","Number","647"
"Population - 2022","2022","Harristown, Kildare","Number","479"
"Population - 2022","2022","Inchaquire, Kildare","Number","230"
"Population - 2022","2022","Johnstown, Kildare","Number","198"
"Population - 2022","2022","Kilberry, Kildare","Number","587"
"Population - 2022","2022","Kilcock, Kildare","Number","8896"
"Population - 2022","2022","Kilcullen, Kildare","Number","3695"
"Population - 2022","2022","Kildangan, Kildare","Number","736"
"Population - 2022","2022","Kildare, Kildare","Number","11587"
"Population - 2022","2022","Kilkea, Kildare","Number","441"
"Population - 2022","2022","Kill, Kildare","Number","5565"
"Population - 2022","2022","Killashee, Kildare","Number","431"
"Population - 2022","2022","Killinthomas, Kildare","Number","385"
"Population - 2022","2022","Kilmeage North, Kildare","Number","2707"
"Population - 2022","2022","Kilmeage South, Kildare","Number","2224"
"Population - 2022","2022","Kilpatrick, Kildare","Number","918"
"Population - 2022","2022","Kilrainy, Kildare","Number","773"
"Population - 2022","2022","Kilrush, Kildare","Number","698"
"Population - 2022","2022","Kilteel, Kildare","Number","638"
"Population - 2022","2022","Lackagh, Kildare","Number","841"
"Population - 2022","2022","Ladytown, Kildare","Number","990"
"Population - 2022","2022","Leixlip, Kildare","Number","16755"
"Population - 2022","2022","Lullymore, Kildare","Number","201"
"Population - 2022","2022","Maynooth, Kildare","Number","18729"
"Population - 2022","2022","Monasterevin, Kildare","Number","5949"
"Population - 2022","2022","Moone, Kildare","Number","502"
"Population - 2022","2022","Morristownbiller, Kildare","Number","16107"
"Population - 2022","2022","Naas Rural, Kildare","Number","3351"
"Population - 2022","2022","Naas Urban, Kildare","Number","26306"
"Population - 2022","2022","Narraghmore, Kildare","Number","867"
"Population - 2022","2022","Newtown, Kildare","Number","1019"
"Population - 2022","2022","Nurney, Kildare","Number","1196"
"Population - 2022","2022","Oldconnell, Kildare","Number","1043"
"Population - 2022","2022","Oughterard, Kildare","Number","846"
"Population - 2022","2022","Pollardstown, Kildare","Number","337"
"Population - 2022","2022","Quinsborough, Kildare","Number","166"
"Population - 2022","2022","Rathangan, Kildare","Number","3122"
"Population - 2022","2022","Rathernan, Kildare","Number","683"
"Population - 2022","2022","Rathmore, Kildare","Number","1175"
"Population - 2022","2022","Robertstown, Kildare","Number","2344"
"Population - 2022","2022","Skerries, Kildare","Number","717"
"Population - 2022","2022","Straffan, Kildare","Number","2513"
"Population - 2022","2022","Thomastown, Kildare","Number","990"
"Population - 2022","2022","Timahoe North, Kildare","Number","1254"
"Population - 2022","2022","Timahoe South, Kildare","Number","830"
"Population - 2022","2022","Usk, Kildare","Number","566"
"Population - 2022","2022","Windmill Cross, Kildare","Number","1225"
"Population - 2022","2022","Aghaviller, Kilkenny","Number","477"
"Population - 2022","2022","Aglish, Kilkenny","Number","975"
"Population - 2022","2022","Attanagh, Kilkenny","Number","404"
"Population - 2022","2022","Balleen, Kilkenny","Number","517"
"Population - 2022","2022","Ballinamara, Kilkenny","Number","390"
"Population - 2022","2022","Ballincrea, Kilkenny","Number","348"
"Population - 2022","2022","Ballybeagh, Kilkenny","Number","327"
"Population - 2022","2022","Ballycallan, Kilkenny","Number","461"
"Population - 2022","2022","Ballyconra, Kilkenny","Number","239"
"Population - 2022","2022","Ballyhale, Kilkenny","Number","428"
"Population - 2022","2022","Ballyragget, Kilkenny","Number","1587"
"Population - 2022","2022","Ballyvool, Kilkenny","Number","221"
"Population - 2022","2022","Baunmore, Kilkenny","Number","122"
"Population - 2022","2022","Bennettsbridge, Kilkenny","Number","1163"
"Population - 2022","2022","Boolyglass, Kilkenny","Number","155"
"Population - 2022","2022","Bramblestown, Kilkenny","Number","291"
"Population - 2022","2022","Brownsford, Kilkenny","Number","148"
"Population - 2022","2022","Burnchurch, Kilkenny","Number","617"
"Population - 2022","2022","Callan Rural, Kilkenny","Number","1932"
"Population - 2022","2022","Callan Urban, Kilkenny","Number","1969"
"Population - 2022","2022","Castlebanny, Kilkenny","Number","156"
"Population - 2022","2022","Castlecomer, Kilkenny","Number","2397"
"Population - 2022","2022","Castlegannon, Kilkenny","Number","160"
"Population - 2022","2022","Clara, Kilkenny","Number","756"
"Population - 2022","2022","Clogh, Kilkenny","Number","1288"
"Population - 2022","2022","Clogharinka, Kilkenny","Number","264"
"Population - 2022","2022","Clomantagh, Kilkenny","Number","347"
"Population - 2022","2022","Coolaghmore, Kilkenny","Number","467"
"Population - 2022","2022","Coolcraheen, Kilkenny","Number","532"
"Population - 2022","2022","Coolhill, Kilkenny","Number","280"
"Population - 2022","2022","Danesfort, Kilkenny","Number","464"
"Population - 2022","2022","Dunbell, Kilkenny","Number","525"
"Population - 2022","2022","Dunkitt, Kilkenny","Number","1001"
"Population - 2022","2022","Dunmore, Kilkenny","Number","675"
"Population - 2022","2022","Dunnamaggan, Kilkenny","Number","460"
"Population - 2022","2022","Dysartmoon, Kilkenny","Number","265"
"Population - 2022","2022","Earlstown, Kilkenny","Number","235"
"Population - 2022","2022","Ennisnag, Kilkenny","Number","530"
"Population - 2022","2022","Famma, Kilkenny","Number","341"
"Population - 2022","2022","Farnoge, Kilkenny","Number","336"
"Population - 2022","2022","Fiddown, Kilkenny","Number","1075"
"Population - 2022","2022","Freaghana, Kilkenny","Number","267"
"Population - 2022","2022","Freshford, Kilkenny","Number","989"
"Population - 2022","2022","Galmoy, Kilkenny","Number","361"
"Population - 2022","2022","Glashare, Kilkenny","Number","311"
"Population - 2022","2022","Goresbridge, Kilkenny","Number","541"
"Population - 2022","2022","Gowran, Kilkenny","Number","1556"
"Population - 2022","2022","Graiguenamanagh, Kilkenny","Number","1860"
"Population - 2022","2022","Grange, Kilkenny","Number","903"
"Population - 2022","2022","Inistioge, Kilkenny","Number","849"
"Population - 2022","2022","Jerpoint Church, Kilkenny","Number","955"
"Population - 2022","2022","Jerpoint West, Kilkenny","Number","286"
"Population - 2022","2022","Johnstown, Kilkenny","Number","877"
"Population - 2022","2022","Kells, Kilkenny","Number","681"
"Population - 2022","2022","Kilbeacon, Kilkenny","Number","214"
"Population - 2022","2022","Kilbride, Kilkenny","Number","401"
"Population - 2022","2022","Kilcolumb, Kilkenny","Number","621"
"Population - 2022","2022","Kilculliheen, Kilkenny","Number","5766"
"Population - 2022","2022","Kilfane, Kilkenny","Number","288"
"Population - 2022","2022","Kilkeasy, Kilkenny","Number","399"
"Population - 2022","2022","Kilkenny No. 1 Urban, Kilkenny","Number","5650"
"Population - 2022","2022","Kilkenny No. 2 Urban, Kilkenny","Number","4118"
"Population - 2022","2022","Kilkenny Rural, Kilkenny","Number","18603"
"Population - 2022","2022","Kilkieran, Kilkenny","Number","709"
"Population - 2022","2022","Killahy, Kilkenny","Number","703"
"Population - 2022","2022","Killamery, Kilkenny","Number","237"
"Population - 2022","2022","Kilmacar, Kilkenny","Number","471"
"Population - 2022","2022","Kilmaganny, Kilkenny","Number","707"
"Population - 2022","2022","Kilmakevoge, Kilkenny","Number","427"
"Population - 2022","2022","Kilmanagh, Kilkenny","Number","560"
"Population - 2022","2022","Kiltorcan, Kilkenny","Number","188"
"Population - 2022","2022","Knocktopher, Kilkenny","Number","543"
"Population - 2022","2022","Lisdowney, Kilkenny","Number","287"
"Population - 2022","2022","Listerlin, Kilkenny","Number","428"
"Population - 2022","2022","Mallardstown, Kilkenny","Number","217"
"Population - 2022","2022","Moneenroe, Kilkenny","Number","1311"
"Population - 2022","2022","Mothell, Kilkenny","Number","499"
"Population - 2022","2022","Muckalee, Kilkenny, 097078","Number","169"
"Population - 2022","2022","Muckalee, Kilkenny, 097079","Number","625"
"Population - 2022","2022","Odagh, Kilkenny","Number","486"
"Population - 2022","2022","Outrath, Kilkenny","Number","768"
"Population - 2022","2022","Paulstown, Kilkenny","Number","1063"
"Population - 2022","2022","Pilltown, Kilkenny","Number","2002"
"Population - 2022","2022","Pleberstown, Kilkenny","Number","202"
"Population - 2022","2022","Pollrone, Kilkenny","Number","1501"
"Population - 2022","2022","Portnascully, Kilkenny","Number","1137"
"Population - 2022","2022","Powerstown, Kilkenny","Number","524"
"Population - 2022","2022","Rathbeagh, Kilkenny","Number","287"
"Population - 2022","2022","Rathcoole, Kilkenny","Number","558"
"Population - 2022","2022","Rathealy, Kilkenny","Number","211"
"Population - 2022","2022","Rathpatrick, Kilkenny","Number","1121"
"Population - 2022","2022","Rosbercon Rural, Kilkenny","Number","704"
"Population - 2022","2022","Rossinan, Kilkenny","Number","801"
"Population - 2022","2022","Scotsborough, Kilkenny","Number","174"
"Population - 2022","2022","Shanbogh, Kilkenny","Number","501"
"Population - 2022","2022","Shankill, Kilkenny","Number","929"
"Population - 2022","2022","St. Canice, Kilkenny","Number","607"
"Population - 2022","2022","Stonyford, Kilkenny","Number","721"
"Population - 2022","2022","Templeorum, Kilkenny","Number","468"
"Population - 2022","2022","The Rower, Kilkenny","Number","865"
"Population - 2022","2022","Thomastown, Kilkenny","Number","2342"
"Population - 2022","2022","Tiscoffin, Kilkenny","Number","519"
"Population - 2022","2022","Tubbrid, Kilkenny","Number","475"
"Population - 2022","2022","Tubbridbrittain, Kilkenny","Number","307"
"Population - 2022","2022","Tullaghanbrogue, Kilkenny","Number","546"
"Population - 2022","2022","Tullaherin, Kilkenny","Number","230"
"Population - 2022","2022","Tullahought, Kilkenny","Number","250"
"Population - 2022","2022","Tullaroan, Kilkenny","Number","322"
"Population - 2022","2022","Ullard, Kilkenny","Number","307"
"Population - 2022","2022","Ullid, Kilkenny","Number","1058"
"Population - 2022","2022","Urlingford, Kilkenny","Number","1453"
"Population - 2022","2022","Whitechurch, Kilkenny","Number","453"
"Population - 2022","2022","Woolengrange, Kilkenny","Number","366"
"Population - 2022","2022","Abbeyleix, Laois","Number","2979"
"Population - 2022","2022","Aghmacart, Laois","Number","377"
"Population - 2022","2022","Arderin, Laois","Number","292"
"Population - 2022","2022","Ardough, Laois","Number","369"
"Population - 2022","2022","Arless, Laois","Number","408"
"Population - 2022","2022","Ballickmoyler, Laois","Number","848"
"Population - 2022","2022","Ballinakill, Laois","Number","838"
"Population - 2022","2022","Ballyadams, Laois","Number","437"
"Population - 2022","2022","Ballybrittas, Laois","Number","1520"
"Population - 2022","2022","Ballybrophy, Laois","Number","223"
"Population - 2022","2022","Ballycarroll, Laois","Number","398"
"Population - 2022","2022","Ballyfin, Laois","Number","711"
"Population - 2022","2022","Ballylehane, Laois","Number","203"
"Population - 2022","2022","Ballylynan, Laois","Number","1527"
"Population - 2022","2022","Ballyroan, Laois","Number","1193"
"Population - 2022","2022","Barrowhouse, Laois","Number","518"
"Population - 2022","2022","Blandsfort, Laois","Number","338"
"Population - 2022","2022","Borris, Laois","Number","1797"
"Population - 2022","2022","Borris-In-Ossory, Laois","Number","1012"
"Population - 2022","2022","Caher, Laois","Number","108"
"Population - 2022","2022","Capard/Brisha, Laois","Number","328"
"Population - 2022","2022","Cappalough, Laois","Number","361"
"Population - 2022","2022","Cardtown, Laois","Number","169"
"Population - 2022","2022","Castlecuffe, Laois","Number","423"
"Population - 2022","2022","Castletown, Laois","Number","835"
"Population - 2022","2022","Clash, Laois","Number","372"
"Population - 2022","2022","Clonaslee, Laois","Number","954"
"Population - 2022","2022","Clondarrig, Laois","Number","2753"
"Population - 2022","2022","Clonin, Laois","Number","243"
"Population - 2022","2022","Clonkeen, Laois","Number","693"
"Population - 2022","2022","Clonmore, Laois","Number","215"
"Population - 2022","2022","Colt, Laois","Number","180"
"Population - 2022","2022","Coolrain, Laois","Number","328"
"Population - 2022","2022","Cuffsborough, Laois","Number","360"
"Population - 2022","2022","Cullahill, Laois","Number","362"
"Population - 2022","2022","Cullenagh, Laois","Number","151"
"Population - 2022","2022","Curraclone, Laois","Number","269"
"Population - 2022","2022","Dangans, Laois","Number","1524"
"Population - 2022","2022","Donaghmore, Laois","Number","273"
"Population - 2022","2022","Donore, Laois","Number","486"
"Population - 2022","2022","Doonane, Laois","Number","844"
"Population - 2022","2022","Dunmore, Laois","Number","284"
"Population - 2022","2022","Durrow, Laois","Number","1383"
"Population - 2022","2022","Dysartgallen, Laois","Number","275"
"Population - 2022","2022","Emo, Laois","Number","1338"
"Population - 2022","2022","Errill, Laois","Number","429"
"Population - 2022","2022","Farnans, Laois","Number","208"
"Population - 2022","2022","Fossy, Laois","Number","183"
"Population - 2022","2022","Garrymore, Laois","Number","264"
"Population - 2022","2022","Graigue Rural, Laois","Number","5330"
"Population - 2022","2022","Graigue, Laois","Number","264"
"Population - 2022","2022","Grantstown, Laois","Number","388"
"Population - 2022","2022","Jamestown, Laois","Number","532"
"Population - 2022","2022","Kilcoke, Laois","Number","141"
"Population - 2022","2022","Kilcolmanbane, Laois","Number","627"
"Population - 2022","2022","Kildellig, Laois","Number","297"
"Population - 2022","2022","Killabban, Laois","Number","456"
